 ,,,,,,,Dolar al dia,$18.50,,% Desc Compe.,96%,,IGI,0%,Imp y Flete,23%,Dll banca,$18.75,,,,,,,Descuento Ervey,14%,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Barcode,Foto URL,Nombre Eng,Nombre Esp,Descripcion,UVA Nombre,Item Code,Uni Code,Categoria,Montaje,Tipo,$ Venta,Rotacion,Stock,Status,Notes,Pedido ,$ ZG,$ Oth,$ BM,$ Ptij dll,$ Ptij mxn,Veces G,,"PRECIO
OG",PRECIO ERVEY,VG CABOS,,,,"PRECIO ESP
TIJUANA"
1397,75045880365,,"ELBOW 90DEGREE 5.5"" R275 ZL GREEN","CODO 5""X90° - METRICO",,,10010479,,Tuberia,Componentes estructurales y de montaje,Sin Asignar,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1410,75045891410,,ULTRASONIC THICKNESS GAUGE,CHECADOR ULTRASONICO PARA CALIBRE DE TUBERIA,,,MT150/GM100,,Tuberia,Elementos de medición y control,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1411,75045880546,,"GO DEVILS D50 / 5""","GO DEVILS D50 / 5""",,,MGD50C,,Tuberia,TUBERIA ACERO,LIMPIEZA,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1415,75045891415,,,"ABRAZADERA 2""HD",,,BC20SD,,Tuberia,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1417,75045891417,,"CLAMP SNAP 3""","ABRAZADERA 3"" HD COLA DE RATA",,,30372216,,Tuberia,TUBERIA ACERO,TUBOS,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1418,75045891418,,"CLAMP SNAP 4""","ABRAZADERA 4"" HD COLA DE RATA",,,30372220,,Tuberia,TUBERIA ACERO,TUBOS,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1419,75045891419,,"CLAMP SNAP 5""","ABRAZADERA 5"" HD COLA DE RATA",,,30372226,,Tuberia,TUBERIA ACERO,TUBOS,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1420,75045891420,,"SHOTCRETE NOZZLE ASSEMBLY 2"" HD","KIT BOQUILLA SCHOCRETE 2""HD",,,30373440,,Tuberia,Sistema de bombeo de concreto,Sin Asignar,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1421,75045891421,,,"EMPAQUE 4"" HD",,,CG40D,,Tuberia,Sellos y retenes,Sin Asignar,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,213,$0.00,#DIV/0!,,"$3,195",,"$3,249"
1422,7504891422,,"SEAL COUPLING 5"" ","EMPAQUE 5""HD CON CEJA",,,81669004,VCG148M-BX,Tuberia,Sellos y retenes,Sin Asignar,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1425,75045891425,,,"Empaque de 2"" HD",,,CG20D,,Tuberia,Sellos y retenes,Sin Asignar,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,46,$0.00,#DIV/0!,,$773,,$749
1427,75045891427,,,"EMPAQUE 2.5"" HD",,,CG25D,,Tuberia,Sellos y retenes,EMPAQUES,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1428,75045891428,,,"EMPAQUE 3"" HD",,,CG30D,,Tuberia,Sellos y retenes,EMPAQUES,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1433,75045891433,,"END HOSE 5"" 3MT SINGLE FLANGE","MANGUERA TERMINAL5"" 3m SIMPLE BRIDA",,,TR4015X31BMM,SOM10004,Tuberia,Sistema de bombeo de concreto,Sin Asignar,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1498,75045891498,,WEARING DURO 22,ANILLO DESGASTE DURO22,,,251031006,,Putzmeister,SIN ASIGNAR,ANILLOS METALICOS,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1598,75045891598,,PISTON ROD FLANGE,BRIDA PARA VASTAGO DE PISTON ,,,52152003,SOM20121,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1600,75045891600,,SPECTACLE WEAR PLATE D22,PLACA DE DESGASTE 540 D22,,,261122002,519314,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1612,75045891612,,HYDRAULIC CYLINDER 110X63 1400,CILINDRO DIFERENCIAL PARA BOMBEO 1400-110/63,,,243625006,SOM20135,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1613,75045891613,,CYLINDER BARREL 110X63 1400,BARRA DE CILINDRO 110x63 1400 ,,,243626005,SOM20136,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1614,75045891614,,PISTON ROD 110x63x1400,VASTAGO DE PISTON 110x63 1400,,,24270007,OM20137,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1616,75045891616,,GUIDE BUSH,BUJE GUIA ,,,227856008,SOM20139,Putzmeister,Componentes neumáticos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1617,75045891617,,HEAD FLANGE,BRIDA DE CABEZA,,,53409001,SOM20140,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1618,75045891618,,SEAL SET FOR HYDRAULIC CYLINDER 110X63 ,JUEGO DE SELLOS PARA CILINDRO HIDRAULICO 110x63 ,,,243625006KIT,SOM20149,Putzmeister,Sellos y retenes,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1649,75045891649,,"ELBOW 10 DEGREE 5.5"" WHITE COLOR ","CODO DE 10° 5,5"" COLOR BLANCO     ",,,234060007,SOM20210,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1650,75045891650,,"ELBOW 15 DEGREE 5.5"" WHITE COLOR ","CODO DE 15° 5,5"" COLOR BLANCO ",,,57598002,SOM20211,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1651,75045891651,,"ELBOW 20 DEGREE 5.5"" WHITE COLOR ","CODO DE 20° 5,5"" COLOR BLANCO   ",,,245484009,SOM20212,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1652,75045891652,,"ELBOW 30 DEGREE 5.5"" WHITE COLOR ","CODO DE 30° 5,5"" COLOR BLANCO   ",,,57597003,SOM20213,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1653,75045891653,,"ELBOW 45 DEGREE 5.5"" WHITE COLOR ","CODO DE 45° 5,5"" COLOR BLANCO    ",,,57596004,SOM20214,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1655,75045891655,,"ELBOW 90 DEGREE R275 5.5"" WHITE COLOR ","CODO DE 90° R275 5.5"" COLOR BLANCO    ",,,261402007,55725000,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1656,75045891656,,"ELBOW 90 DEGREED R180 5.5"" WHITE COLOR","CODO DE 90° TIPO CORTO 5,5"" (R180)",,,422732,SOM20217,Putzmeister,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1682,75045891682,,SOLENOID 24V,SELENOIDE 24V,,,061678002,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1683,75045891683,,4/2 WAY VALVE,ELECTROVALVULA 4/2 VIAS 24V SENCILLA,,,67344000,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1684,75045891684,,4/3 WAY VALVE,24V ELECTROVALVULA 4/3,,,67346008,557262,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1685,75045891685,,FILTER ELEMENT,ELEMENTO FILTRANTE,,,294073005,SOM20253,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1688,75045891688,,FILTER ELEMENT ABSOLUT,ELEMENTO FILTRANTE ABSOLUTO,,,425836,10181242,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1693,75045891693,,RUBBER CAP,TAPA DE GOMA ,,,241416000,SOM20263,Putzmeister,Sellos y retenes,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1707,75045891707,,PROXIMITY LIMIT SWITCH,INTERRUPTOR DE LIMITE / LIMIT SWITCH,,,67638004,,Putzmeister,Componentes eléctricos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1734,,,ACCUMULATOR BLADDER 10L,VEJIGA ACUMULADORA 10L (BLADDER),,,SOM20322,64021009,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1749,75045891749,,GEAR BOX G64,CAJA TRANSFERENCIA G64,,,278023000,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1752,75045891752,,Embolo 40x10x8,PISTON NEUMATICO 40X10X8 PARA ENQUINTAR,,,222259008,,Putzmeister,Componentes hidráulicos,Sin Asignar,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1765,75045880370,,MIXER HYDRAULIC OIL COOLER FAN/MOTOR ASSEMBLY,"ABANICO 14"" 12V",,,LM-1022,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1767,75045880371,,HYDRAULIC FILTER BASE,BASE FILTRO PARA ACEITE HIDRAULICO,,,XM-006691-00A,XM00669100A,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1769,75045880504,,,CAJA DE CONTROL CABINA,,,280.8248,2808248,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1770,75045880372,,SINGLE HANDLE REAR CONTROL BOX FOR THROTTLE  ,CAJA DE CONTROL 1 PALANCA,,,153914,280.153914,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1771,75045880373,,TWO HANDLE REAR CONTROL BOX,CAJA DE CONTROL DE 2 PALANCAS,,,153880,280.153880,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1772,75045880297,,,CARTUCHO DYNACHUTE M-719,,,70262,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1773,75045880298,,CONVERSION U-JOINT,CRETA P/FLECHA CARDAN 1310-1350-MIXTA,,,660.127510,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1774,75045880374,,MONARCH ELECTRIC CHUTE LIFTER,DYNACHUTE M-719 SENSILLO Y CON CONTROL,,,520.106792,106792,Olla Revolvedora,,Sin Asignar,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1776,75045880455,,,ENFRIADOR COMPLETO PARA ACEITE HIDRAULICO,,,108575,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1777,75045880456,,,ENFRIADOR DE AIRE/ACEITE (RADIADOR),,,10857526,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1778,75045880299,,HYDRAULIC FILTER,FILTRO ACEITE HIDRAULICO,,,XM-006692-000,,Olla Revolvedora,HIDRAULICO,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1779,75045880252,,CONCRETE MIXER CHUTE MOUNT CLIP ALUMINUM,GANCHO DE ALUMINIO PARA CANALON,,,1010273,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1780,75045880253,,CHUTE MOUNT CLIP PLASTIC,GANCHO PLASTICO PARA CANALON,,,82650,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1781,75045880261,,COLLECTOR CHUTE-DISCHARGE HOPPER BIB,HAWAIANA DE 11 HOYOS PARA VAMPIRO,,,115236,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1784,75045880275,,SLUMP GAUGE WITH POINTERS 5000PSI ,INDICADOR DE REVENIMIENTO 0-5000 PSI  ,,,00461,,Olla Revolvedora,Elementos de medición y control,Sin Asignar,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1785,75045891785,,REAR CONTROL KNOB KIT ,JUEGO DE AGARRADERA VERDE O ROJA ,,,115920AK,115921AK,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1787,75045880507,,KIT SELLOS VALVULA EATON 5421,KIT REPARACION BOMBA MODELO 5421,,,5421-K,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1788,75045880302,,HYDRAULIC PUMP SEAL AND GASKET KIT 54 SERIES,KIT SELLOS BOMBA EATON-COMPLETO,,,990090,,Olla Revolvedora,SISTEMA DE BOMBEO,EMPAQUES,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1789,75045880303,,,KIT SELLOS BOMBA EATON SERIE 24,,,9510233,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1790,75045880375,,CONTROL VALVE GASKET SEAL KIT,KIT SELLOS VALVULA DE CONTROL EATON,,,990287,990287-000,Olla Revolvedora,SIN ASIGNAR,EMPAQUES,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1793,75045880254,,RUBBER CHUTE HOLD DOWN STRAP,LIGA PARA CANALON,,,82654,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1795,75045880304,,VACUUM GAUGE 0-30 PSI,MANOMETRO DE VACIO 0-30 PSI / MARCADOR,,,422,,Olla Revolvedora,,Sin Asignar,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1797,75045880306,,"SIGHT GAUGE PLUG FOR HYDRAULIC TANKS 3/4""","MIRILLA TANQUE HIDRAULICO 3/4""",,,1170023,,Olla Revolvedora,HIDRAULICO,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1798,75045880246,,BOLT V ROCK,PERNO PISTON VALVULA ROCK,,,10018069,,Olla Revolvedora,BARRA V-ROCK,SIN ASIGNAR,$0.00, B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1799,75045880262,,"PISTOL  GRIP WASHOUT NOZZLE 2""","PISTOLA DE LAVADO 2""",,,1520002,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1800,75045880326,,"CHUTE CYLINDR SINGLE ACTING 7/8""",PISTON PARA CANALON ACCION SENCILLA,,,107615,,Olla Revolvedora,HIDRAULICO,PISTONES,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1801,BAR_00000001,,CHUTE PIVOT-BEARING STYLE ,PIVOTE TRASERO- TIPO NUEVO ,,,152635,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1803,75045880270,,AIR REGULATOR 0-60PSI,REGULADOR DE AIRE 0-60PSI,,,1521166A,,Olla Revolvedora,TANQUE DE AGUA,Sin Asignar,$372.96,A,,To Re-purchase,,,$0.00,$21.00,$20.16,$0.00,$0.00,#DIV/0!,,,,,,,,
1805,75045880509,,PIVOT CLEVIS MTM,RESORTERA PARA PIVOTE MTM,,,151300,,Olla Revolvedora,CANALONES Y TOLVAS,Sin Asignar,"$2,024.64",,,To Re-purchase,,,$0.00,$114.00,$109.44,$0.00,$0.00,#DIV/0!,,,,,,,,
1806,75045880376,,"CHALLENGE COOK BROTHERS 3/4"" NPT HYDRAULIC FILTER BREATHER CAP",RESPIRADOR TANQUE ACEITE HIDRAULICO,,,1690185,,Olla Revolvedora,HIDRAULICO,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1807,75045880271,,,RETEN PARA RODILLO MTM,,,215250,,Olla Revolvedora,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1811,75045880378,,,SEGURO PARA CANALON MTM,,,00259,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1812,75045880307,,,SELENOIDE 3  POSTES DYNACHUTE M-719 TIPO NUEVO,,,73336,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1813,75045880379,,REX HYDRAULIC OIL FILLER STRAINER CAP ASSEMBLY ,TAPON ACEITE HIDRAULICO,,,102-05250-10,1020525010,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1814,75045880327,,FLANGE YOKE 1310,TOMA FUERZA 1310,,,660.127503,1650072,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1817,75045880457,,LONDON HYDRAULIC DOUBLE ACTING CONTROL VALVE,VALVULA LONDON COMPLETA,,,MA-35899,,Olla Revolvedora,HIDRAULICO,VALVULAS,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1832,75045880425,,BATTERY PACK,BATERIA AZUL CONTROL REMOTO,,,471560,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1837,75045880512,,HYDRAULIC PUMP L A2F16,BOMBA HIDRAULICA A2F16,,,67925005,,Putzmeister,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1857,75045880516,,ERGONIC REMOTE CONTROL,CONTROL REMOTO ROJO 3 BRAZOS,,,PMNTU-FH,,Putzmeister,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1878,75045891878,,PISTON RAM DN 200,EMBOLO DN200,,,19004000,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1917,75045891917,,MECHANICAL LIMIT SWITCH,SWITCH LIMITADOR MECANICO,,,452208,,Putzmeister,Elementos de Medición y Control,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1924,75045880522,,,MODULO RECEPTOR ELECTRICO,,,263003006,,Putzmeister,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1929,75045880468,,O RING 60*4,O-RING 60mm x 4mm,,,043909003,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1941,75045891941,,PM DELIVERY PIPE 7.1 ZX/5.5 X 3000,TUBERIA DE ENTREGA PM 7.1 ZX/5.5 X 3000,,,51803007,SOM20571,Putzmeister,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1945,75045880525,,1200MM LONG 6IN TO 5IN REDUCER PIPE,REDUCTOR 6ZX A 1200MM,,,115-11673H,,Putzmeister,SIN ASIGNAR,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1948,75045880331,,RELAY 24V,REVELADOR 24V,,,210857001,,Putzmeister,,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1981,75045880344,,TEMPERATURE TRANSMITTER 55 DEGREE,SENSOR DE TEMPERATURA 55 GRADOS,,,018098004,,Putzmeister,Elementos de medición y control,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2012,75045892012,,1.0OUTLET ELBOW DN180 ZL GREEN,1.00 CODO DE SALIDA DN 180,,,10181335,,Schwing,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2013,75045892013,,2.0OUTLET ELBOW DN180 ZL GREEN,2.00 CODO DE SALIDA DN 180,,,10181333,,Schwing,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2017,75045892017,,AGITATOR BEARING L,COJINETE AGITADOR IZQ,,,10061072,,Schwing,BARRA V-ROCK,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2018,75045892018,,AGITATOR BEARING R,COJINETE AGITADOR DER,,,10061073,,Schwing,BARRA V-ROCK,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2020,75045892020,,AGITADOR SHAFT,EJE AGITADOR,,,10167220,,Schwing,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2023,75045880477,,CUTTING RING DN230,ANILLO CORTE DN230,,,10166890,,Schwing,BARRA V-ROCK,ANILLOS METALICOS,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2033,75045892033,,BACK UP RING DN 210,ANILLO RESPALDO/ ARO PRESION DN210,,,10158880,,Schwing,BARRA V-ROCK,SIN ASIGNAR,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2035,75045880529,,ARTICULATED BEARING GE90,BALERO ARTICULADO GE90,,,10024099,,Schwing,SIN ASIGNAR,BALEROS,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2037,75045880348,,ARTICULATED GE 60 ES/GE 60 DO,BALERO ARTICULADO GE60,,,10002746,,Schwing,SIN ASIGNAR,BALEROS,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2038,75045880311,,BALL BEARING SEALED-HYPRO,BALERO SELLADO BOMBA DE AGUA,,,30302832,,Schwing,SIN ASIGNAR,ENGRANES,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
